product_name,category,price,product_url,img_link,memberNo,skintype,skinton,skinconcerns,goodsNo,gdasContent,gdasValue,date
클럽맨리저브 데킬라티즈 에프터쉐이브 177ml,스킨/토너,"20,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167841&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=25,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016784102ko.jpg?l=ko,M0000020409562,[],['여름쿨톤'],"['다크서클', '블랙헤드']",A000000167841,아버지 선물로 샀는데 마음에 든다고하네요<br/>원래도 아시던거라고 잘 사용하셔요,10,2023.11.28
클럽맨피노드 드래곤 노어 오데토일렛 414ml,스킨/토너,"25,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167843&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=26,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016784302ko.jpg?l=ko,M0000015373025,,,,A000000167843,쓰다보니 중독되는 제품. 재구매함. 강렬한 자극이 청량감을 극대화해줌. 향의 지속력은 낮은편.,8,2023.05.16
클럽맨피노드 스페셜리저브 에프터쉐이브코롱 177ml,스킨/토너,"20,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167845&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=27,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016784503ko.jpg?l=ko,M0000017350671,,,,A000000167845,빠른배송 감사합니다.  향이 강해서 호불호가 있을 수 있으니<br/>냄새에 민감하신 분은 신중하시길.,10,2024.02.14
미구하라 울트라 화이트닝 퍼펙션 스킨 오리진 400ml,스킨/토너,"26,350",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000168269&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=28,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016826904ko.jpg?l=ko,M0000000354292,['복합성'],['쿨톤'],"['미백', '잡티', '탄력']",A000000168269,저녁에 닦토로 잘 쓰고있어요~ 1/2화장솜에 적셔서 닦아쓰고 고민되는 부분에 올려두고있으면 진정효과도 있고 좋더라구요.  <br/>미구하라 화이트닝앰플을 워낙 잘썼어서 이것도 믿고 구매한건데 괜찮은 제품같아요! <br/>촉촉하고 무겁지 않은 토너고 뒤에 어떤 에센스/세럼을 써도 상관없이 궁합이 잘맞아용<br/>대용량사이즈라 오래 씁니다^^ 좋아용,10,2022.08.07
피지오겔 DMT 포맨 에센셜 토너 200ml,스킨/토너,"24,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000169179&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=29,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016917904ko.jpg?l=ko,M0000011427308,['트러블성'],['웜톤'],"['각질', '모공', '민감성', '트러블', '피지과다']",A000000169179,선물했는데 잘 사용 하는거 같아서 좋아요~<br/>지성피부에서 건성피부로 변했다는 피부가 사용중입니다,8,2022.08.14
비오템 비오수르스 중복합성 토너 400ml,스킨/토너,"66,300",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170418&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=30,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017041804ko.jpg?l=ko,M0000012837186,,,,A000000170418,"항상사용하던제품이고, 향이진하지않고 순해서 좋은것같아요~",10,2023.07.22
닥터지 레드 블레미쉬 포 맨 멀티 수딩 토너 200ml 보습기획세트 (+올인원크림 30ml),스킨/토너,"22,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170518&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=31,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017051805ko.jpg?l=ko,M0000003873481,[],[],[],A000000170518,필요해서 바로 구매했는데 아주좋아요 재구매합니다...,10,2024.10.19
에센허브 티트리 90 카밍 토너 320ml ,스킨/토너,"18,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170638&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=32,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017063802ko.jpg?l=ko,M0000000521379,['지성'],['웜톤'],"['각질', '미백']",A000000170638,촉촉하고 여드림성에도 좋다고 하고 급해서 샀는데 생각보다 좋앗고 도움이 돼요!!,10,2024.02.23
[대용량 피지/진정케어] 피캄 베리어 사이클 락토P 토너 500ml,스킨/토너,"43,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171132&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=34,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017113205ko.jpg?l=ko,M0000000791941,['지성'],['웜톤'],"['모공', '블랙헤드', '피지과다']",A000000171132,다른토너쓰고 올라온 트러블이 사라졌어요 <br/>역시 지성엔 피캄 만한게 없습니다 피캄최고👍⭐️<br/><br/>피캄은 악지성 수부지에 최고❤️<br/><br/>쟁일려고 하나더 구입했어요!!<br/>앞에도 리뷰 많이 올렸는데<br/>겨울에도 유분폭팔하는 파워지성입니다.<br/>수부지에 민감성이고 트러블도 있어요<br/><br/>티존에 특히나 피지가 많이 생성되서<br/>닥토는 필수이고 별별 스킨을 다 써봤는데<br/>효과가 그닥이여서 돌고돌더 피캄까지왔어요<br/><br/>성분이 간결해요 나쁘지 않구요<br/>보습기능은 없어요<br/>진정과 피지감소에 집중되있는 토너같아요<br/><br/>지금 한파오기전에 사용했을땐 피지만 싹<br/>빨아들여서 너무 좋았는데<br/>한파오고 나선 너무 추워서 살짝 건조합니다<br/>저는 티존 유분빼는데 사용하는제품이라<br/>건성분들에겐 절대 비추합니다.<br/><br/>이건 꼭 한겨울에도 피지유분트러블로 고통받는 분만<br/>사용하시길 추천드립니다.<br/><br/>가격은 절대 저렴하지 않지만<br/>아직까진 이걸 이긴 제품을 못만나서 잠시<br/>정착하기로 합니다.,10,2023.09.12
허블룸 콤부차 플랜트 바이옴 토너 150ml,스킨/토너,"19,200",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171614&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=35,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017161405ko.jpg?l=ko,M0000010999631,['복합성'],['웜톤'],"['각질', '미백', '블랙헤드', '탄력']",A000000171614,콤부차 ㅎㅎㅎ 먹어만 봤지 이렇게 피부에 양보해보긴 또 첨이네요 ㅎㅎㅎ<br/>깔끔한 용기에 노란빛깔 토너가 질 담겨져있는데 되게 고급진 느낌이에요.<br/>선물용으로도 너무 좋을 거 같아요.<br/>맑고 산뜻해서 무난하게 쓰기 너무 좋아요.<br/>화장솜에 적당량 묻혀 얼굴에 톡톡톡ㅋㅋ,10,2022.10.27
닥터하스킨 미라클아토 하이드로 토너 150ml,스킨/토너,"16,100",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171755&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=36,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017175503ko.jpg?l=ko,M0000004400729,['건성'],['웜톤'],"['모공', '민감성', '블랙헤드', '잡티']",A000000171755,닥터하스킨 하이드로 토너 후기💙<br/><br/>💙용량<br/>150ml로 용량이 적다고는 생각해본 적이 없어요 요즘 대용량 토너도 많이 나오지만 매일 토너팩을 하지 않는 이상 몇달이상 가더라구요!! 매일 최소 두번씩 사용하는데도 오래 쓰는 것 같아서 좋아요!<br/><br/>💙제형<br/>제형은 아주 물토너는 아닌데 물토너에 가깝고 수분을 잡아주는 제품이라서 두세번 레이어드 하지 않아도 촉촉하답니다 그리고도 끈적임이 없어요~!<br/><br/>💙펌프<br/>펌프 형식이라서 양조절하기 쉬워서 좋아요!! 닦토로 사용할 때도 있는데 그 때도 토너양을 조절하기 쉽답니다ㅎㅎ<br/><br/>이 토너를 3통 째 쓰고 있는 사람으로써 다른 수분 좋은 제품들을 많이 써봤지만 닥터하스킨 하이드로라인 제품만큼 수분을 잡아주는 제품은 못봤어요.. 에멀전은 올리브영에 팔지 않지만 에멀전이랑 크림도 꼭 사용해보시길 바래요!!,10,2023.02.26
랩시리즈 오일 컨트롤 클리어링 워터로션 200ml,스킨/토너,"61,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172336&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=37,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017233603ko.jpg?l=ko,M0000017930594,,,,A000000172336,여름철 더위로 번들거림이 심해져 신청했습니다.<br/>세안후 화장솜에 묻혀서 문질러 주었는데<br/>에탄올 성분 때문인지 쿨한감과 향으로 산뜻함을 느낄수있었습니다.<br/>하얀 침전물이 분리되있어 충분히 흔들어 사용해야 했으며 눈주위는 피해사용해야 합니다.<br/><br/>여름철 사용하기 너무 좋은 토너인듯합니다.,10,2023.08.09
글로오아시스 프로바이오틱스 플러스 애프리콧 오일 밀크듀 밸런싱 토너 120ml,스킨/토너,"25,600",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173994&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=38,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017399407ko.jpg?l=ko,M0000018686419,['건성'],['봄웜톤'],['각질'],A000000173994,"글로오아시스라는 브랜드는 처음 알게 되었는데 미국에서 유명하고 많이 팔린 제품이었군요.<br/><br/>*유윳빛깔의 흐르는 제형이고, 향은 없어요.<br/>*솜에 듬뿍묻혀서 닦아주니 흡수력이 좋고,  끈적임이 전혀 없이 촉촉해요.<br/>*속건조 심한 분들에게 강추합니다.<br/>*속건조가 채워지니 피부가 부드럽고 다음 단계 화장품들이 더 촉촉하게 느껴지고 화장도 잘 받아요.<br/>*화해에서 찾아보니 성분이 좋고,  예민한 피부인데 트러블 없이 잘쓰고 있습니다.",10,2022.12.13
[몬스타엑스 민혁 PICK]플로운 홀리바질 스킨 컨트롤러 토너 200ml,스킨/토너,"24,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000175930&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=39,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017593012ko.jpg?l=ko,M0000018645370,['트러블성'],['봄웜톤'],"['트러블', '홍조']",A000000175930,완전 흐르는 물 제형이고 향이 조금 강한 편이에요! 저는 향에 민감한 편인데 향이 은은하게 맡아본 향이라서 거부감앖이 잘 사용하고 있습니다!<br/><br/>마무리감은 끈적이지 않고 깔끔하며 얼굴이 촉촉하고 자극이 없어서 좋았어요! 해당 스킨 모델 분이 남성분이시지만 상품을 보면 남녀 모두 사용해도 상관없을 것 같아서 저는 제가 직접 사용하고 있습니다 :)<br/><br/>피부결 정돈과 모공 수렴에 좋은 성분이 포함된 제품이라고 하여 저는 스킨팩 보가는 닦토로 사용하고 있습니다! 트러블성 피부인데도 아무런 트러블 없어서 더 만족🥹🫶🏻,10,2023.01.29
트러블레스 마일드 클리어 토너 에센스 200ml,스킨/토너,"15,500",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176512&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=40,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017651209ko.jpg?l=ko,M0000000899422,['민감성'],['쿨톤'],"['모공', '민감성', '블랙헤드', '탄력']",A000000176512,울긋불긋 씅 나있는 피부에 가볍게<br/>진정해주기 좋습니다^^<br/>닥토용으로 쓰고 있는데 자극 없이 순해요!<br/>데일리로 정착해서 쓰려구요~<br/>티트리 오일이 확실히 도움이 되나봐용,10,2022.12.15
[당근토너] 스킨푸드 캐롯 카로틴 수딩 토너 300ml,스킨/토너,"24,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176978&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=41,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017697808ko.jpg?l=ko,M0000019466698,['복합성'],['여름쿨톤'],"['블랙헤드', '잡티']",A000000176978,스킨푸드 캐롯 라인은 뭐… 말뭐죠<br/>저는 찹토로 사용합니다. <br/>제형은 물 제형이예요.,10,2024.09.18
[수딩진정] 넘버즈인 1번 진정 맑게담은 청초토너 300ml 기획 (+1번 패드 10매 증정),스킨/토너,"26,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177757&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=42,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017775713ko.jpg?l=ko,M0000019899056,['건성'],['겨울쿨톤'],[],A000000177757,3번 토너를 쓴 적이 있었는데 그건 찐득한 제형이라고 표현하면 1번 토너는 물같아요. 3번은 딱 바른 느낌이 드는데 1번은 스킨케어했다!!라고 느낌은 안 들만큼 가벼운 제형입니다! 촉촉하고 흡수감도 좋아여,10,2024.10.17
헤라 옴므 파워부스팅 토너 150ML,스킨/토너,"65,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178075&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017807504ko.jpg?l=ko,M0000000411767,[],[],[],A000000178075,헤라 옴므 파워부스팅 쓰고나서<br/>피부가 좋아진 느낌이에요<br/>얼굴에 트러블도 안나고 너무 좋습니다!,10,2024.02.18
코스톡 타임리스 에센스스킨 200ml,스킨/토너,"33,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178514&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=44,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017851411ko.jpg?l=ko,M0000000413858,['건성'],['봄웜톤'],"['각질', '주름', '탄력']",A000000178514,저에게 찰떡인 제품발견 ㅋ 건조한 피부인데도 기초화장품 귀찮아서 여러가지 안바르거든요. 요거 에센스랑 스킨이 하나로 되어있어서 간편해서 좋고요. 심지어 바르고 나서 당김도 없어요. 가벼운데 촉촉한 사용감이 너무 마음에 듭니다. 요즘 바람 많이 불고 건조했는데 최애템 될 것 같아요~~,10,2023.04.09
[급속진정토너] 크리니크 모이스춰 써지 하이드로 인퓨즈드 로션 200ml,스킨/토너,"40,460",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178648&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=45,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017864802ko.jpeg?l=ko,M0000004062242,,,,A000000178648,"촉촉해서 쓰기 좋아요 !! 할인 많이 해주세요,,, 대용량 사이즈도 나오면 좋겠어요 ㅎㅎ",10,2023.10.27
[단독기획]센텔리안24 마데카 데일리 리페어 토너 기획 (150ml+50ml),스킨/토너,"30,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179255&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=47,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017925507ko.jpg?l=ko,M0000003861824,['복합성'],['웜톤'],"['각질', '모공', '잡티', '탄력', '홍조']",A000000179255,올리브영 체험단으로 신청해서 사용해보았습니다.<br/><br/>센텔리안24에서 나온 고보습 토너<br/><br/>마데카 데일리 피페어 토너로 마데카 라인답게 피부 진정에 좋은 병풀 성분이 들어가면서 속건조를 잡아줄수 있는 고보습의 진정 보습토너로써 첫 출시 되었을때부터 사용감이 궁금했었는데 이렇게 올리브영에서 체험단으로 접해볼수가 있었어요.<br/><br/>받아본 제품도 지금 올리브영에서 판매를 하고 있는 기획구성품으로 본품 150ml와 추가증정 50ml의 대용량으로 사용할수 있는 토너 구성으로 단순한 단품구성이 아니라서 더욱 좋았어요.<br/><br/>라네즈의 유명한 크림토너와 비교가 되었어요.<br/><br/>제형은 센텔리안의 토너가 좀더 묵직한 아주 묽은 로션의 제형에 가까웠고 발림성과 흡수성은 훨씬 가벼우면서 빠르게 흡수가 되어써 피부에 유분감이 느껴지질 않는 약간의 보송한 마무리감으로 앞으로 더워지는 계절에 사용을 해도 괜찮을것 같은 그런 사용감이었어요.<br/><br/>2~3번의 레이어링을 해줘도 피부의 흡구감이 무겁게 느껴지지 않아서 좋았습니다.,10,2023.03.12
[수분진정] 비플레인 시카테롤 토너 200ml,스킨/토너,"16,800",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179544&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=48,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017954412ko.jpg?l=ko,M0000011793194,['민감성'],['웜톤'],"['모공', '트러블', '피지과다']",A000000179544,체험단으로 받아보게 된 비플레인 시카테롤 토너 ~<br/>올영세일때 구매한 시카테롤 앰플과 함께 써봤습니다 🪴<br/><br/><br/><br/><br/><br/><br/>📍물같은 제형인데 뭔가 .. 미묘하게 무거워요 ㅋㅋ<br/>제가 생각하는 물토너는 토ㄹ1든 히알루론산 토너같은 가볍고 줄줄 흐르는 그런 제형인데 이건 좀 무거운 물토너 느낌<br/>물 90 콧물 10 정도같은?? 근데 이건 개인차 있을듯<br/>그리고 약간 은은한 한약같은 향이 나요 <br/><br/>그래도 기본적으로 진득한 제형은 아니라서 몇번씩 덧발라줘도 떡지거나 찐득해지지않고 적당한 쫀쫀 정도로 마무리되더라구용 (수분을 채워주는 쫀쫀은 아님)<br/><br/><br/><br/><br/><br/><br/>📍진정 효과가 있어요 !! 피부가 한동안 하관쪽으로 자잘한 트러블이 올라왔다 번졌다 난리도 아니었는데 시카테롤 토너 + 앰플을 같이 쓴 지 이틀만에 거의 다 괜찮아짐<br/><br/>물론 피부가 알아서 가라앉을 때가 되었을 수도 있지만 그 전 며칠간은 평소에 쓰던 진정 루틴조차 안 먹어서 스트레스 받고 있었거든요 ㅠ ㅠ 근데 시카테롤 라인을 쓴 지 이틀만에 평소정도로 돌아왔으니 .. 🥹<br/><br/>근데 딱!! 평소피부로는 되돌려주긴했는데 그보다 더 좋아지진 않네욤ㅋ 쳇<br/>원래 피부 좋으신 분들은 솔직히 구매하실 필요 없으실 것 같구 나는 민감성 트러블성 피부라 가끔 얼굴이 난리가난다!!!!싶으신 분들이 피부 진정시킬때 쓰는 용으로는 좋을 것 같아요 <br/><br/><br/><br/><br/><br/><br/>💥총평 : 급하게 피부 진정시키고싶으신 분들께 추천!!<br/>같은 라인의 앰플이랑 같이 쓰면 궁합이 찰떡콩떡임<br/>그치만 개인적으로 생각했을때 가성비가 좋은 건 아닌거같아서 ^^; 세일할 때나 구매해서 쓸 수 있을 것 같네욤,10,2023.03.24
[7종모공개선] 성분에디터 그린토마토 모공토너 350ml,스킨/토너,"21,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180684&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=1,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018068409ko.jpg?l=ko,M0000011418216,,,,A000000180684,용량이 커서 좋네요 <br/>향은 무향이예요 <br/><br/>용량이 커서 좋네요 <br/>향은 무향이예요,10,2024.10.12
브이앤에이뷰티 안티옥시던트 에센스 토너 120ml,스킨/토너,"34,200",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180696&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=2,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018069603ko.jpg?l=ko,M0000018454711,,,,A000000180696,앰플라인랑 같은 제품으로 사용히려고 구매했어요. 피부가 건성이신 분들은 엄청 촉촉한 스킨은 아니여서 보습이랑 수분관리를 잘 해줘야 할 것 같아요.,10,2024.05.15
[대용량] 나인위시스 비건 하이드라 앰플 토너 500ml,스킨/토너,"26,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180913&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018091313ko.jpg?l=ko,M0000002462242,['복합성'],['쿨톤'],"['각질', '미백', '탄력']",A000000180913,보습력 짱짱하고 가격도 착한데 진짜 대용량이라서 한참 썼어요! 그냥 마냥 촉촉하기만 한게 아니라 보습력이 진짜 오래가요,10,2024.09.24
[대용량] 에스테덤 하이드라 로션 맥스 400ml,스킨/토너,"49,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182486&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=4,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018248611ko.jpg?l=ko,M0000002045888,['지성'],['봄웜톤'],"['모공', '탄력', '트러블']",A000000182486,"지성피부인지라 원래는 토너패드로 닦아내는 스타일을 좋아했었는데 그게 자극이 된다고해서 저는 그 뒤로 얼굴에 그냥 흘러내리듯 발라서 흡수시켜주는 식의 스킨/토너를 사용해주고 있었어요.<br/><br/>그래서 요 제품 이름에도 로션이라고하고, 또 보습에 좋다는 토너라고해서 약간 점성이 있는 촉촉한 타입의 토너일줄 알았는데요! 막상 써보니까 점성은 거의 없고 물처럼 흐르는 타입이에요. 그래서 얼굴이나 손에부어서 쓸 때 흘러서 좀 불편함이 있어요. 되도록이면 화장솜에 덜어서 얼굴에 스킨팩처럼 사용하는게 좋을 것 같아요.<br/><br/>점성없이 흐르는 제형이지만 그래도 산뜻하기보다는 촉촉함이 어느정도 남아있어서 얼굴에발랐을 때 느낌은 나쁘지 않더라구요! 개인적으로 쪼오금만 살짝 점성이 있는 제형이였으면 좋겠다는 그런 아쉬움은 남지만, 그래도 촉촉한느낌은 좋아서 잘 쓸 것 같아요.",10,2023.05.05
에스트라 테라크네365 하이드로 액티브 토너 200ml,스킨/토너,"25,500",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182686&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=5,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018268602ko.jpg?l=ko,M0000003427999,['복합성'],['웜톤'],"['각질', '미백', '블랙헤드', '잡티', '탄력', '트러블']",A000000182686,"이제 막 만 30세가 되었습니다..<br/>작년부터 계속해서 트러블과 모공늘어짐, 화이트 헤드까지..<br/>너무너무 스트레스 받아서 얼마전 병원까지 다녀왔네요.<br/>원장님이 말하시길, <br/>기름진 화장품 바르지말라고 하시고<br/>모공을 잘 청소해주는게 중요하다 하셔서<br/>바르던 기초라인을 다 에스트라 테라크네 라인으로 바꿔봤어요.<br/>솔직히 얼굴이 많이 당길까 걱정했는데 수분감을 채워주고 유분기를 조절해줘서 당김은 별로 안느껴지네요 ㅎㅎ<br/><br/>테라크네로 기초라인을 바꾸고 나서 제일 처음으로 느낀 변화는, 자고 일어난 다음날 콧등에 기름이 안나던 거였어요. 그만큼 유수분 밸런스를 맞춰준거겠죠 !<br/><br/>세안후 바로 바를 수있게 화장실 찬장에 넣어두었다가<br/>씻고나서 직후에 발라주면 히알루론산 특유의 쫀쫀한 수분감이 가득찬 느낌이 들어요. <br/>어디선가 &#039;마른 스펀지보다 젖은 스펀지가 물을 더 잘 빨아들인다&#039;는 실험을 본적이 있는데, 이 토너가 하는 역할은 제 피부를 젖은 스펀지 처럼 만들어서 다음 단계의 화장품 흡수를 도와주는 느낌이었어요.<br/><br/>기존에 불룩하게 튀어 나와있던 염증성 트러블도 많이 가라앉았고 하루꼴로 새로 생기던 트러블들도 빈도수가 엄청 줄어들었어요 ㅎㅎ<br/>저처럼 모공과 트러블이 고민이신 분들께 테라크네 완전 추천합니다!! 전 재구매 꼭 할거에요!<br/><br/>TIP<br/>지복합인 자에겐 아예 당김이 없는 건 아니라서<br/>조금 건조하다 싶을때, 바르던 아벤느 트릭세라 로션을 기초단계에 섞어주니 딱 알맞았어요.",10,2023.07.07
케어존 아큐어 클래리파잉 토너 240ml,스킨/토너,"24,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182720&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=6,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018272001ko.jpg?l=ko,M0000000647534,['복합성'],['쿨톤'],"['다크서클', '모공', '블랙헤드', '트러블', '피지과다', '홍조']",A000000182720,💡올영체험단으로 솔직하게 작성한 리뷰입니다!<br/><br/>❤️총평<br/>각질정돈에 만족!<br/>산뜻한 마무리감이 닦토하기 좋음!<br/><br/>⭐️제형<br/>정말 물! 같은 제형<br/>가볍고 흡수가 빠릅니다!<br/><br/>⭐️마무리감<br/>깔끔 산뜻의 정석!<br/>정말 닦토란 이거지싶을 정도로 깔끔해서 좋았어요!<br/>정말 세안 마지막단계 같은 느낌이예요!<br/><br/>⭐️수분감<br/>물같은 제형이라 엄청 촉촉하진 않아요 다만 그렇다고 당김이 느껴진다던지 건조하지도 않아요!<br/><br/>⭐️자극<br/>첫날~둘쨋날은 눈주변에 사용할때 눈시림이 있었는데 그다음부터는 딱히 눈시림이 느껴지진않았어요 <br/>그외 피부자체에 자극이가거나 하진않았어요!<br/><br/>⭐️각질케어<br/>저는 따로 각질케어를 하지않은 닦토와 각질케어 스킨케어로 각질케어를 하는데 체험제품받고 약 10일간 꾸준히 사용해봤는데 따로 각질케어를 하지않아도 피부결정돈이 되서 만족스러웠어요!,10,2023.07.25
